Year,State,Urban_Rural,Road_Type,Weather,Vehicle_Type,Accident_Count,Fatalities,Injuries,Severity_Index
2012,Karnataka,Urban,NH,Clear,Bus,21618,2917,13819,6.21
2013,Andhra Pradesh,Rural,NH,Fog,Two-Wheeler,21187,2953,11428,5.82
2012,Andhra Pradesh,Urban,SH,Fog,Bus,11361,1297,8289,8.43
2024,Arunachal Pradesh,Urban,Rural,Clear,Car,23362,2427,10736,5.21
2020,Tamil Nadu,Urban,City,Clear,Bus,12490,1435,6579,6.78
2021,Tamil Nadu,Urban,City,Clear,Car,20065,1499,8717,7.0
2020,Kerala,Urban,Rural,Rainy,Two-Wheeler,4194,568,2705,7.21
2015,Haryana,Urban,Rural,Fog,Car,15632,951,11346,8.44
2019,Himachal Pradesh,Urban,SH,Rainy,Truck,19907,1727,8277,8.25
2021,Assam,Rural,Rural,Clear,Bus,17016,2369,11976,6.03
2011,Punjab,Urban,SH,Clear,Truck,20636,3024,15641,9.25
2022,Rajasthan,Urban,City,Rainy,Two-Wheeler,3132,459,1750,7.89
2011,Gujarat,Urban,SH,Rainy,Two-Wheeler,680,45,274,5.54
2024,Karnataka,Rural,Rural,Fog,Two-Wheeler,6508,533,4010,7.37
2017,Tamil Nadu,Rural,SH,Clear,Truck,11488,608,7850,5.92
2019,Madhya Pradesh,Urban,Rural,Rainy,Truck,15850,1754,7857,5.86
2023,Maharashtra,Rural,Rural,Rainy,Two-Wheeler,11321,958,5980,6.07
2024,Telangana,Urban,Rural,Fog,Truck,2389,154,1004,7.42
2018,Telangana,Urban,NH,Clear,Car,2217,218,1303,7.67
2011,Kerala,Rural,SH,Clear,Two-Wheeler,9679,1133,4634,7.19
2018,Arunachal Pradesh,Urban,NH,Rainy,Car,12601,1683,8545,7.72
2012,Uttarakhand,Rural,City,Clear,Two-Wheeler,12492,1603,9530,8.56
2014,Uttarakhand,Urban,NH,Clear,Bus,3956,451,1772,8.75
2022,Rajasthan,Urban,SH,Clear,Two-Wheeler,20114,1634,11838,8.14
2023,Arunachal Pradesh,Urban,SH,Rainy,Two-Wheeler,15307,1821,10267,7.23
2024,Goa,Urban,NH,Clear,Truck,2283,156,1703,7.34
2014,Rajasthan,Rural,NH,Clear,Truck,5281,490,3679,9.21
2011,Bihar,Urban,SH,Fog,Truck,18282,1810,8351,5.89
2024,Chhattisgarh,Urban,City,Rainy,Truck,10379,657,4601,8.0
2010,Punjab,Urban,SH,Rainy,Truck,22594,1491,14029,9.33
2016,Goa,Urban,City,Rainy,Car,8239,1135,5709,9.48
2021,Odisha,Rural,NH,Clear,Truck,1248,184,895,5.14
2022,Haryana,Rural,City,Rainy,Truck,23697,2169,16434,7.37
2022,Gujarat,Rural,Rural,Clear,Two-Wheeler,17103,1416,9774,8.19
2011,Uttar Pradesh,Rural,City,Fog,Truck,6914,440,5405,6.43
2019,Bihar,Urban,NH,Fog,Truck,18971,2382,13956,7.03
2024,Goa,Urban,SH,Clear,Truck,18214,2064,11087,5.87
2013,Chhattisgarh,Urban,SH,Fog,Truck,21220,2907,16025,7.21
2012,Tamil Nadu,Rural,SH,Fog,Two-Wheeler,10239,533,4238,8.74
2023,Karnataka,Rural,SH,Fog,Car,6018,596,4472,5.22
2023,Rajasthan,Rural,Rural,Clear,Two-Wheeler,19211,1271,13662,6.53
2019,Maharashtra,Rural,SH,Rainy,Truck,14361,2028,9181,7.55
2012,West Bengal,Urban,SH,Fog,Car,21002,1832,16215,9.14
2012,West Bengal,Rural,Rural,Rainy,Truck,2101,223,1431,8.39
2016,Tamil Nadu,Urban,NH,Clear,Bus,18537,1264,10766,8.84
2012,Andhra Pradesh,Rural,NH,Fog,Two-Wheeler,24977,1304,11874,6.68
2021,Maharashtra,Urban,City,Clear,Two-Wheeler,18154,2515,13438,7.92
2021,Gujarat,Urban,Rural,Rainy,Bus,14147,1039,11136,7.02
2024,Goa,Rural,City,Fog,Truck,23164,2932,17702,7.45
2019,Chhattisgarh,Rural,Rural,Fog,Car,20317,2617,10413,7.5
2015,West Bengal,Rural,City,Fog,Two-Wheeler,7621,1011,5372,5.58
2012,Rajasthan,Urban,City,Clear,Bus,22768,3130,11752,6.01
2010,Bihar,Rural,NH,Rainy,Two-Wheeler,4209,518,2671,6.52
2012,Jharkhand,Urban,NH,Rainy,Two-Wheeler,23640,2806,17839,8.63
2011,Assam,Rural,City,Rainy,Bus,9274,1076,7188,5.87
2012,Andhra Pradesh,Rural,City,Fog,Two-Wheeler,16386,1740,11061,8.91
2017,Assam,Urban,City,Rainy,Truck,24193,3593,19262,6.04
2018,Rajasthan,Urban,NH,Rainy,Car,14402,839,9681,5.77
2022,Rajasthan,Urban,Rural,Rainy,Car,24364,2361,12170,9.2
2021,Odisha,Rural,Rural,Clear,Bus,12178,1632,8716,8.53
2014,Chhattisgarh,Rural,SH,Clear,Bus,15625,1759,7246,5.51
2014,Odisha,Urban,SH,Rainy,Truck,13681,1416,6517,6.71
2020,Karnataka,Urban,SH,Rainy,Bus,15498,1216,7575,8.08
2018,Arunachal Pradesh,Rural,NH,Clear,Car,19515,1828,12029,7.41
2021,West Bengal,Urban,SH,Rainy,Car,23239,1514,16961,7.7
2019,Delhi,Urban,City,Fog,Truck,2457,154,1768,7.61
2015,Tamil Nadu,Urban,Rural,Rainy,Two-Wheeler,2289,292,1614,6.82
2010,Jharkhand,Rural,NH,Fog,Two-Wheeler,20478,2035,8484,9.02
2017,Kerala,Urban,SH,Rainy,Two-Wheeler,10849,1518,6889,8.93
2010,Rajasthan,Rural,Rural,Clear,Two-Wheeler,15938,1869,11289,7.02
2017,Uttarakhand,Rural,SH,Fog,Truck,3780,193,1518,6.81
2022,Chhattisgarh,Rural,Rural,Clear,Truck,19800,1652,11079,7.12
2010,Rajasthan,Rural,NH,Clear,Truck,7243,580,4060,6.54
2016,Goa,Rural,SH,Clear,Car,11587,890,9216,8.21
2011,Goa,Rural,SH,Fog,Truck,2945,394,1314,7.46
2022,Assam,Rural,City,Fog,Bus,22169,3259,14270,6.21
2011,Gujarat,Urban,Rural,Fog,Car,18916,2710,9171,9.2
2017,Himachal Pradesh,Rural,Rural,Fog,Car,18085,1156,11237,8.35
2021,Chhattisgarh,Rural,SH,Rainy,Two-Wheeler,18590,1850,8959,6.83
2017,Delhi,Rural,City,Clear,Car,12852,761,6948,9.14
2022,Arunachal Pradesh,Rural,NH,Fog,Truck,21170,1483,14763,9.2
2020,Jharkhand,Rural,NH,Rainy,Bus,16283,2382,12028,9.14
2023,Punjab,Urban,NH,Rainy,Car,557,55,280,6.36
2019,Arunachal Pradesh,Rural,City,Fog,Two-Wheeler,12663,853,9936,8.65
2022,Arunachal Pradesh,Rural,NH,Clear,Two-Wheeler,9488,702,5679,7.11
2021,Gujarat,Rural,City,Rainy,Car,1137,138,457,5.6
2024,Punjab,Rural,City,Rainy,Truck,4244,304,3059,9.28
2015,Kerala,Urban,NH,Clear,Two-Wheeler,6734,914,5201,7.56
2013,Uttarakhand,Urban,NH,Fog,Bus,24325,1944,18126,6.7
2010,Delhi,Urban,Rural,Rainy,Truck,6061,427,3465,5.36
2013,Andhra Pradesh,Rural,SH,Clear,Bus,4354,580,2418,7.8
2011,Kerala,Rural,City,Fog,Bus,10156,704,6506,6.32
2012,Madhya Pradesh,Urban,SH,Fog,Bus,5452,721,2852,6.25
2019,Haryana,Urban,NH,Fog,Car,3887,197,1596,7.12
2013,Odisha,Urban,City,Fog,Truck,20226,1082,12376,6.62
2011,Madhya Pradesh,Rural,SH,Fog,Car,8192,1052,6524,5.11
2015,Telangana,Rural,Rural,Clear,Two-Wheeler,1132,61,504,7.58
2019,Assam,Urban,NH,Rainy,Car,5930,435,2752,7.92
2019,Telangana,Rural,Rural,Fog,Two-Wheeler,8940,1028,4917,5.47
2020,West Bengal,Rural,Rural,Clear,Truck,14392,2145,6569,8.96
2021,Uttarakhand,Urban,Rural,Clear,Truck,12164,1728,6531,5.48
2010,Odisha,Rural,NH,Fog,Bus,3042,315,2371,7.87
2016,Tamil Nadu,Rural,NH,Clear,Truck,24709,1598,12842,5.64
2022,Uttarakhand,Urban,NH,Fog,Truck,14128,1302,7356,5.89
2012,Uttarakhand,Rural,SH,Rainy,Car,13774,1502,7836,6.46
2021,Bihar,Urban,NH,Clear,Two-Wheeler,18807,2586,12005,5.8
2017,Bihar,Urban,City,Rainy,Truck,21997,1624,15983,5.05
2013,Delhi,Urban,City,Fog,Car,10881,1522,7175,5.61
2016,Bihar,Rural,NH,Fog,Bus,14617,930,9655,8.42
2010,Gujarat,Urban,NH,Fog,Truck,22216,2527,16049,5.86
2014,Haryana,Urban,Rural,Fog,Bus,6038,667,3516,5.46
2023,Telangana,Urban,SH,Clear,Truck,4790,605,3829,6.79
2011,Haryana,Urban,Rural,Clear,Two-Wheeler,18251,1768,9262,9.04
2015,Telangana,Rural,City,Clear,Car,9452,1150,4924,7.83
2017,Madhya Pradesh,Urban,Rural,Rainy,Bus,10607,1414,6756,9.21
2020,Odisha,Rural,City,Rainy,Car,19218,1632,9976,6.06
2017,Rajasthan,Urban,City,Fog,Bus,3681,535,2172,5.58
2022,Arunachal Pradesh,Rural,City,Rainy,Two-Wheeler,5783,374,4261,8.86
2013,Haryana,Urban,NH,Clear,Bus,17106,923,6909,7.24
2024,Assam,Rural,City,Clear,Two-Wheeler,24781,2775,13140,5.55
2022,Uttar Pradesh,Urban,Rural,Clear,Bus,8395,514,5541,8.58
2013,West Bengal,Rural,NH,Fog,Two-Wheeler,12048,725,4884,6.18
2013,Haryana,Urban,SH,Rainy,Two-Wheeler,24962,2241,14951,7.51
2024,Maharashtra,Urban,NH,Rainy,Bus,18888,2147,10878,7.49
2019,Himachal Pradesh,Rural,NH,Fog,Two-Wheeler,10317,1164,6650,7.33
2010,Uttar Pradesh,Urban,SH,Rainy,Two-Wheeler,24904,3429,13864,8.37
2024,Tamil Nadu,Rural,Rural,Fog,Truck,3657,509,2390,5.24
2018,Telangana,Urban,SH,Fog,Truck,14380,813,10738,8.56
2013,Telangana,Urban,SH,Clear,Bus,17438,1101,10585,9.05
2013,Assam,Rural,SH,Rainy,Truck,23035,3005,14940,5.45
2015,Jharkhand,Rural,City,Fog,Bus,10157,1407,4247,5.98
2023,Chhattisgarh,Rural,SH,Clear,Two-Wheeler,3566,409,1516,6.39
2023,Maharashtra,Rural,SH,Rainy,Bus,22649,2560,16540,5.15
2021,Uttar Pradesh,Rural,NH,Rainy,Car,9772,561,5231,7.98
2010,Kerala,Rural,NH,Rainy,Two-Wheeler,15328,1756,6552,5.67
2022,Uttarakhand,Rural,City,Clear,Car,13181,1476,8939,8.49
2019,Punjab,Urban,NH,Rainy,Bus,16135,1033,10993,8.09
2010,Assam,Urban,City,Rainy,Truck,22994,3041,16420,7.16
2012,Haryana,Urban,Rural,Rainy,Bus,5849,792,2442,5.81
2016,Uttarakhand,Rural,Rural,Fog,Truck,9802,947,4297,6.11
2020,Bihar,Rural,City,Rainy,Truck,17929,1359,9517,5.52
2016,Goa,Urban,Rural,Fog,Truck,11839,970,6486,6.21
2016,Arunachal Pradesh,Rural,NH,Clear,Bus,24797,3045,13675,7.48
2020,Uttarakhand,Urban,Rural,Clear,Car,19367,1952,14021,6.49
2022,Telangana,Rural,NH,Fog,Truck,18053,1625,13647,9.33
2016,Uttar Pradesh,Urban,City,Clear,Truck,2762,248,1770,6.76
2011,Tamil Nadu,Rural,City,Rainy,Bus,16391,2120,10520,6.24
2011,Telangana,Urban,SH,Rainy,Car,1169,95,757,5.27
2012,Telangana,Rural,NH,Clear,Truck,8889,1003,5009,6.47
2010,Andhra Pradesh,Rural,NH,Clear,Car,9294,1163,4847,8.23
2020,Arunachal Pradesh,Rural,SH,Clear,Bus,23529,1984,10889,9.32
2013,Delhi,Rural,City,Fog,Truck,19485,2425,10124,8.46
2023,Arunachal Pradesh,Urban,SH,Fog,Bus,13787,2027,6544,9.16
2011,Tamil Nadu,Urban,City,Fog,Two-Wheeler,651,35,482,7.12
2018,Chhattisgarh,Rural,SH,Rainy,Bus,14396,944,7169,7.3
2023,Himachal Pradesh,Rural,NH,Clear,Car,7251,956,4627,5.5
2023,Rajasthan,Rural,SH,Clear,Car,22549,2784,16671,9.16
2024,Tamil Nadu,Rural,SH,Rainy,Bus,19567,2577,15022,6.76
2017,Uttar Pradesh,Urban,City,Rainy,Two-Wheeler,5389,596,2277,6.33
2021,Bihar,Rural,City,Rainy,Two-Wheeler,16597,851,10561,5.59
2013,Himachal Pradesh,Urban,NH,Rainy,Truck,5887,787,2709,5.33
2015,West Bengal,Urban,SH,Clear,Bus,16558,1676,9162,5.28
2013,Himachal Pradesh,Urban,Rural,Rainy,Bus,23194,3131,13055,5.29
2020,Madhya Pradesh,Rural,NH,Clear,Car,18065,1623,14406,9.0
2024,West Bengal,Rural,City,Fog,Car,733,101,454,5.54
2010,Jharkhand,Urban,SH,Clear,Two-Wheeler,7816,674,5954,8.57
2021,Himachal Pradesh,Urban,Rural,Rainy,Two-Wheeler,17404,2017,11759,8.06
2022,Jharkhand,Urban,NH,Rainy,Truck,2701,293,2060,8.61
2011,Tamil Nadu,Rural,NH,Fog,Car,19958,2755,13763,9.33
2011,Himachal Pradesh,Urban,City,Rainy,Car,5396,722,3792,9.11
2012,Odisha,Rural,NH,Clear,Bus,11501,721,7184,6.23
2012,Tamil Nadu,Urban,NH,Fog,Bus,24392,2183,11987,7.3
2016,Haryana,Rural,NH,Clear,Two-Wheeler,12466,1207,8237,7.21
2017,Kerala,Rural,SH,Rainy,Bus,648,80,448,8.47
2010,Rajasthan,Urban,SH,Rainy,Bus,24415,3500,12079,8.9
2012,Telangana,Rural,NH,Rainy,Car,22099,2775,13362,5.49
2017,West Bengal,Urban,NH,Rainy,Truck,14279,1980,7823,7.68
2018,Telangana,Rural,NH,Fog,Two-Wheeler,6738,360,2876,6.1
2020,Kerala,Rural,Rural,Rainy,Car,11133,573,4795,6.38
2023,Arunachal Pradesh,Urban,SH,Rainy,Car,6843,569,4525,7.83
2011,Uttar Pradesh,Rural,SH,Fog,Car,20899,2334,10623,6.76
2019,Haryana,Urban,SH,Clear,Truck,12695,1176,9255,5.82
2020,Jharkhand,Rural,Rural,Clear,Car,12039,1458,4927,9.18
2018,Karnataka,Urban,SH,Fog,Truck,22936,1375,12243,7.76
2014,Andhra Pradesh,Urban,City,Fog,Two-Wheeler,13319,776,6295,5.83
2011,Chhattisgarh,Urban,SH,Fog,Car,13364,1166,10304,6.52
2018,Jharkhand,Urban,SH,Fog,Two-Wheeler,6804,484,3524,5.03
2019,Bihar,Rural,City,Rainy,Car,20548,2863,8353,5.61
2018,Chhattisgarh,Rural,NH,Fog,Two-Wheeler,22453,1319,15724,6.16
2022,Goa,Rural,Rural,Fog,Car,23765,1923,18668,5.9
2011,Uttarakhand,Rural,NH,Clear,Car,12857,1184,5625,9.06
2019,Arunachal Pradesh,Urban,City,Fog,Car,5769,817,2400,7.13
2024,Assam,Urban,City,Clear,Two-Wheeler,18914,1480,12399,8.47
2013,Tamil Nadu,Rural,City,Clear,Two-Wheeler,5368,440,3056,6.12
2017,West Bengal,Rural,SH,Clear,Bus,23466,2888,14697,6.83
2015,Maharashtra,Urban,NH,Rainy,Two-Wheeler,12513,893,7195,7.3
2021,Haryana,Rural,Rural,Rainy,Truck,14490,1403,10631,5.71
2022,Rajasthan,Rural,City,Clear,Truck,20966,1759,14250,8.39
2018,Tamil Nadu,Urban,Rural,Clear,Bus,3817,555,2306,8.94
2015,Uttar Pradesh,Urban,NH,Fog,Truck,10969,696,5758,8.58
2017,Rajasthan,Urban,City,Fog,Two-Wheeler,17277,1810,9463,7.87
2020,Delhi,Rural,SH,Clear,Truck,24666,2066,11047,8.41
2016,Rajasthan,Rural,NH,Rainy,Car,9487,1070,6875,6.66
2022,Andhra Pradesh,Rural,NH,Rainy,Car,14536,2118,7512,8.85
2018,Haryana,Urban,City,Rainy,Bus,17577,1638,9212,6.39
2024,Goa,Rural,Rural,Clear,Car,20405,2928,9028,8.77
2019,Goa,Rural,NH,Rainy,Bus,3674,322,2399,5.23
2016,Uttarakhand,Urban,Rural,Clear,Car,4203,434,1907,8.46
2010,Tamil Nadu,Urban,City,Clear,Truck,13684,1245,9614,6.16
2023,Haryana,Rural,SH,Fog,Two-Wheeler,20561,1075,9098,8.89
2015,Karnataka,Rural,City,Fog,Truck,8410,684,5916,7.04
2015,Karnataka,Rural,Rural,Rainy,Two-Wheeler,10415,795,7702,7.08
2023,West Bengal,Urban,Rural,Clear,Two-Wheeler,8972,1104,6529,9.18
2014,Tamil Nadu,Urban,City,Fog,Truck,2733,302,2073,7.54
2023,Gujarat,Rural,City,Fog,Car,16763,897,8974,5.76
2017,Assam,Urban,SH,Clear,Car,14236,1446,10194,7.28
2017,Andhra Pradesh,Urban,Rural,Rainy,Two-Wheeler,10237,1060,4490,5.76
2017,Tamil Nadu,Rural,Rural,Rainy,Two-Wheeler,5337,362,3442,6.2
2023,Uttarakhand,Urban,Rural,Clear,Truck,23986,1729,11995,7.12
2010,Telangana,Rural,NH,Fog,Bus,541,80,305,5.19
2013,Madhya Pradesh,Urban,City,Fog,Two-Wheeler,20734,2769,15038,8.55
2011,Kerala,Urban,City,Rainy,Car,4781,709,2571,7.33
2020,Jharkhand,Rural,Rural,Rainy,Two-Wheeler,3550,521,1678,6.55
2018,Bihar,Rural,Rural,Fog,Car,19943,1561,12083,9.47
2024,Assam,Rural,City,Clear,Truck,21083,1764,14667,6.69
2013,Karnataka,Urban,Rural,Clear,Car,19457,1715,10118,8.23
2023,West Bengal,Urban,Rural,Clear,Car,10180,630,7560,5.43
2017,Andhra Pradesh,Urban,NH,Rainy,Bus,8594,1230,4469,6.08
2011,Jharkhand,Rural,NH,Clear,Car,13306,771,9435,7.15
2013,Madhya Pradesh,Rural,Rural,Clear,Truck,5756,296,3084,5.82
2022,Rajasthan,Urban,NH,Clear,Bus,13097,1100,6121,9.38
2011,Maharashtra,Rural,SH,Fog,Two-Wheeler,13643,763,8805,7.6
2017,Uttarakhand,Rural,SH,Fog,Two-Wheeler,11180,1432,8889,8.01
2018,Arunachal Pradesh,Urban,NH,Fog,Truck,3647,369,1961,6.0
2024,Goa,Urban,SH,Fog,Two-Wheeler,659,83,300,8.41
2015,Telangana,Rural,NH,Fog,Bus,22195,1311,9525,8.43
2013,Gujarat,Urban,SH,Clear,Truck,16521,1078,7952,6.62
2024,Uttarakhand,Urban,NH,Rainy,Two-Wheeler,7373,949,3917,6.9
2012,West Bengal,Rural,SH,Rainy,Truck,18827,1753,11719,8.06
2011,Himachal Pradesh,Urban,NH,Clear,Car,3859,398,1734,7.29
2023,Chhattisgarh,Urban,City,Rainy,Bus,1517,105,1001,8.97
2012,Madhya Pradesh,Rural,NH,Clear,Truck,10312,1248,7961,9.16
2012,Karnataka,Rural,Rural,Rainy,Bus,14834,1997,10342,8.89
2019,Haryana,Urban,City,Fog,Truck,16176,1253,9459,8.84
2024,Rajasthan,Urban,Rural,Rainy,Car,5199,696,2663,5.06
2012,Gujarat,Urban,NH,Clear,Bus,3363,228,1749,6.68
2020,Madhya Pradesh,Urban,NH,Fog,Car,24711,3218,10672,5.74
2016,Kerala,Urban,Rural,Rainy,Two-Wheeler,24019,3088,18564,5.33
2013,Uttarakhand,Urban,City,Clear,Car,19552,2035,8109,5.21
2016,West Bengal,Urban,City,Fog,Car,9871,1250,5576,9.22
2024,Chhattisgarh,Urban,SH,Clear,Bus,16037,1411,9473,9.41
2020,Haryana,Urban,SH,Clear,Two-Wheeler,8814,1278,6663,6.91
2022,Himachal Pradesh,Rural,Rural,Clear,Truck,10865,878,6651,7.26
2022,Himachal Pradesh,Rural,City,Fog,Two-Wheeler,24092,1541,17915,5.1
2024,Punjab,Urban,Rural,Fog,Car,20632,2304,12670,6.24
2016,Assam,Rural,NH,Clear,Two-Wheeler,5256,358,2998,8.22
2020,Rajasthan,Urban,City,Fog,Bus,6397,466,4270,7.9
2015,Himachal Pradesh,Urban,SH,Fog,Truck,3927,248,2361,6.97
2021,Gujarat,Rural,Rural,Clear,Bus,8350,1045,6071,5.05
2022,Punjab,Rural,NH,Rainy,Truck,16563,1088,7945,7.83
2011,West Bengal,Rural,Rural,Fog,Car,14915,1479,11104,8.09
2015,Uttarakhand,Urban,Rural,Clear,Two-Wheeler,10312,724,5096,6.12
2019,Karnataka,Rural,NH,Rainy,Two-Wheeler,8751,1168,6584,8.62
2017,Odisha,Rural,City,Rainy,Truck,7165,1057,3304,8.3
2015,Andhra Pradesh,Urban,NH,Clear,Car,13688,1463,7807,5.44
2021,Goa,Urban,City,Clear,Two-Wheeler,12597,1871,6077,9.08
2024,Telangana,Rural,SH,Fog,Two-Wheeler,10203,855,8017,5.96
2024,Punjab,Rural,Rural,Fog,Truck,15347,783,11753,8.54
2016,Goa,Rural,NH,Clear,Two-Wheeler,17988,1204,10406,6.26
2021,Tamil Nadu,Urban,NH,Rainy,Two-Wheeler,10010,1183,7701,5.61
2024,Madhya Pradesh,Urban,Rural,Fog,Bus,5392,402,2367,8.38
2022,Maharashtra,Rural,Rural,Fog,Two-Wheeler,6411,490,3389,7.39
2021,Arunachal Pradesh,Rural,SH,Fog,Bus,3820,198,3036,8.36
2024,Goa,Rural,SH,Fog,Two-Wheeler,14464,896,8804,5.77
2022,Odisha,Rural,Rural,Rainy,Car,21213,1064,9644,7.6
2015,Chhattisgarh,Urban,NH,Fog,Car,23798,1898,13708,7.81
2015,Gujarat,Urban,Rural,Rainy,Bus,15224,1502,9400,9.48
2012,Rajasthan,Rural,NH,Fog,Two-Wheeler,12176,1724,4926,7.21
2024,Gujarat,Urban,City,Rainy,Bus,24734,2544,10864,6.36
2015,Himachal Pradesh,Urban,SH,Rainy,Bus,15054,1809,11072,5.45
2013,Rajasthan,Rural,City,Clear,Bus,23766,3435,18864,9.3
2011,Karnataka,Urban,NH,Clear,Two-Wheeler,17330,1874,12187,7.49
2013,Kerala,Rural,NH,Rainy,Truck,5108,761,2151,7.65
2024,Tamil Nadu,Urban,SH,Clear,Car,3136,172,2397,7.41
2013,Andhra Pradesh,Rural,Rural,Clear,Truck,12827,1645,8808,7.22
2024,West Bengal,Urban,City,Rainy,Two-Wheeler,505,40,402,6.6
2019,Goa,Urban,Rural,Rainy,Car,20307,1669,11565,8.7
2010,Kerala,Urban,NH,Clear,Two-Wheeler,19941,2442,12905,5.78
2021,Andhra Pradesh,Urban,SH,Fog,Car,11055,1636,5984,6.41
2017,Himachal Pradesh,Rural,City,Fog,Two-Wheeler,7835,547,3603,6.9
2024,Uttar Pradesh,Rural,City,Rainy,Truck,9953,1067,7490,7.11
2021,Assam,Rural,NH,Fog,Car,14125,870,10807,8.15
2024,Odisha,Urban,Rural,Rainy,Car,15399,2262,12181,9.43
2021,Haryana,Urban,SH,Rainy,Two-Wheeler,22610,1435,15557,7.12
2013,Uttarakhand,Urban,Rural,Clear,Two-Wheeler,24733,1883,12728,9.11
2019,Uttar Pradesh,Urban,SH,Clear,Truck,18179,2614,11458,9.49
2023,Haryana,Urban,NH,Fog,Car,3270,488,2561,9.14
2022,Andhra Pradesh,Rural,NH,Fog,Bus,8551,954,5704,5.52
2022,Uttarakhand,Urban,NH,Clear,Two-Wheeler,23502,2583,18771,9.0
2018,Uttarakhand,Rural,SH,Rainy,Car,16136,920,11766,5.92
2014,Punjab,Rural,SH,Clear,Truck,4889,307,3135,6.19
2015,Delhi,Urban,SH,Fog,Bus,3138,262,1376,9.49
2020,Uttar Pradesh,Rural,City,Rainy,Bus,15119,1882,11459,9.49
2021,Kerala,Rural,Rural,Clear,Car,6874,800,4094,8.97
2021,Jharkhand,Rural,City,Fog,Car,15004,1562,9026,6.48
2020,Kerala,Urban,NH,Rainy,Truck,7291,988,5750,8.35
2019,Madhya Pradesh,Rural,Rural,Fog,Two-Wheeler,15761,1096,11115,5.45
2018,West Bengal,Rural,SH,Clear,Bus,5022,445,3329,6.05
2015,Odisha,Rural,City,Fog,Truck,10434,1274,5115,9.17
2021,Punjab,Rural,Rural,Clear,Bus,6366,598,3256,8.43
2012,Odisha,Rural,City,Fog,Two-Wheeler,8676,448,4051,5.2
2017,Chhattisgarh,Rural,City,Fog,Truck,8825,1077,4351,6.93
2021,Arunachal Pradesh,Urban,Rural,Clear,Car,22474,2317,11692,7.18
2015,Delhi,Urban,Rural,Rainy,Car,13067,1303,5272,8.78
2013,Arunachal Pradesh,Rural,SH,Rainy,Truck,17037,2500,11605,6.19
2016,Jharkhand,Rural,SH,Fog,Truck,886,102,542,5.46
2015,Kerala,Urban,Rural,Clear,Truck,23941,2279,12842,7.95
2014,Uttar Pradesh,Rural,City,Fog,Two-Wheeler,845,71,507,7.71
2020,Bihar,Urban,Rural,Fog,Truck,3151,388,1691,6.13
2022,Gujarat,Rural,NH,Rainy,Car,10989,978,7810,7.9
2017,Andhra Pradesh,Rural,Rural,Rainy,Truck,23730,1419,16635,7.37
2022,Uttar Pradesh,Rural,City,Clear,Car,24897,2477,13956,6.5
2019,Telangana,Rural,NH,Rainy,Truck,12189,1355,7133,5.23
2015,Uttar Pradesh,Rural,SH,Rainy,Two-Wheeler,17240,2412,10032,6.79
2023,Chhattisgarh,Rural,NH,Rainy,Bus,20923,3103,12297,5.27
2016,Himachal Pradesh,Urban,SH,Rainy,Bus,22912,2168,16892,5.31
2015,West Bengal,Urban,City,Rainy,Two-Wheeler,24116,1665,13233,7.37
2016,Punjab,Rural,NH,Fog,Truck,23133,3433,10225,5.27
2018,Punjab,Urban,Rural,Clear,Truck,24812,2295,16804,5.2
2020,Punjab,Urban,SH,Rainy,Truck,20499,1529,11835,6.35
2023,Punjab,Rural,NH,Clear,Car,3734,278,2748,7.9
2014,Haryana,Urban,Rural,Clear,Truck,20452,2574,16341,6.65
2010,Uttarakhand,Rural,NH,Clear,Car,10307,533,6047,5.73
2023,Karnataka,Rural,Rural,Clear,Two-Wheeler,1338,176,741,5.06
2014,Uttarakhand,Urban,City,Fog,Truck,6392,958,3987,6.41
2010,Uttar Pradesh,Rural,Rural,Rainy,Two-Wheeler,5821,859,3345,7.92
2018,Arunachal Pradesh,Rural,City,Rainy,Truck,4113,408,2706,8.97
2014,Chhattisgarh,Rural,NH,Clear,Truck,17677,1478,12910,6.12
2021,Odisha,Rural,SH,Rainy,Car,18494,2030,9315,9.33
2020,Punjab,Urban,City,Fog,Truck,6064,715,3505,9.46
2018,Jharkhand,Urban,SH,Rainy,Car,13269,1026,5490,5.47
2016,Kerala,Rural,SH,Clear,Two-Wheeler,12799,786,5989,7.44
2013,Uttar Pradesh,Rural,City,Fog,Two-Wheeler,23750,3206,14083,7.14
2017,Telangana,Rural,SH,Clear,Two-Wheeler,12781,963,5884,6.07
2018,Himachal Pradesh,Urban,Rural,Fog,Truck,1706,223,756,5.86
2017,Rajasthan,Urban,Rural,Clear,Truck,13495,1764,10557,7.65
2015,Odisha,Rural,Rural,Rainy,Bus,19697,1610,8605,9.17
2024,Andhra Pradesh,Urban,Rural,Rainy,Two-Wheeler,20476,2991,14419,5.11
2018,Gujarat,Urban,NH,Clear,Two-Wheeler,2562,191,1343,7.87
2023,Goa,Urban,NH,Rainy,Two-Wheeler,15217,831,10444,8.61
2024,Uttar Pradesh,Rural,Rural,Fog,Bus,2364,195,1534,9.45
2015,Arunachal Pradesh,Rural,Rural,Fog,Two-Wheeler,7955,424,6214,7.14
2010,Andhra Pradesh,Urban,SH,Clear,Truck,18947,1311,13279,6.31
2013,Goa,Rural,City,Fog,Car,826,98,371,7.36
2016,Haryana,Urban,NH,Fog,Truck,1289,109,676,9.18
2015,Rajasthan,Rural,SH,Fog,Two-Wheeler,16057,1398,10304,7.35
2022,Uttarakhand,Urban,Rural,Rainy,Car,17689,1946,8688,8.31
